id,name
2400103,Dinogoth
2400104,Dinoram
2400105,Dinodon
2400106,Specter Battle Hound
2400107,Specter Tamer
2400108,Specter Miner
2400109,Specter Shieldbearer
2400110,Guerrilla Specter
2400111,Power Specter
2400112,Specter Engineer
2400113,Warrior Specter
2400114,Magician Specter
2400115,Reaper Specter
2400116,Red Totem Staff
2400117,Blue Totem Staff
2400118,Purple Reagent Rock
2400119,Red Reagent Rock
2400120,Specter Battle Hound
2400121,Specter Tamer
2400122,Specter Miner
2400123,Specter Shieldbearer
2400124,Guerrilla Specter
2400125,Power Specter
2400126,Specter Engineer
2400127,Warrior Specter
2400128,Magician Specter
2400129,Reaper Specter
2400130,Warrior Specter
2400200,Caterpillar
2400201,Lady Bug
2400202,Sparrow
2400203,Balloon Mouse
2400204,Red Poison Frog
2400205,Green Poison Frog
2400206,Delinquent Chick
2400207,Punk Chick
2400208,Mane Fur Hyena
2400209,Fang Hyena
2400250,Noxious Froggie
2400251,Flutterbuzz
2400252,Pom Puff Bush
2400253,Spiney Puff Bush
2400254,Nettled Squirrel
2400255,Vicious Squirrel
2400256,Snowy Stjartmes
2400257,Stormy Stjartmes
2400258,Cloud Guardian
2400259,Sky Guardian
2400260,Snowy Stjartmes
2400261,Stormy Stjartmes
2400262,Cloud Guardian
2400263,Sky Guardian
2400265,Wind Guardian
2400300,Hedgehog
2400301,Mutant Hedgehog
2400302,Nutria
2400303,Black Market Hoodlum
2400304,Ooze Waste
2400305,Flame Waste
2400306,Scrap Iron Waste
2400307,Specter Stray Dog
2400308,Mutant Nutria
2400309,Garbage Dump Hoodlum
2400310,Mutant Specter Stray Dog
2400311,Hazard's Rotten Crony
2400312,Hazard's Mean Crony
2400313,Smashed Garbage
2400314,Crushed Garbage
2400315,Hoodlum
2400316,Black Market Hoodlum
2400317,Hazard's Vile Crony
2400318,Hazard's Rotten Crony
2400319,Hazard's Mean Crony
2400320,Hazard's Mean Crony
2400321,Specter Stray Dog
2400322,Faded Magician Specter
2400323,Faded Warrior Specter
2400324,Faded Reaper Specter
2400325,Mr. Hazard
2400326,Smashed Garbage
2400327,Crushed Garbage
2400400,Green Grossular
2400401,Purple Amethyst
2400402,Fire Pyrope
2400403,Dark Obsidian
2400404,Shining Gold
2400405,Shining Vinegold
2400406,Blue Larimar
2400407,Practice Robot
2400408,Moving Practice Robot
2400409,Tainted Practice Robot
2400410,Enhanced Moving Practice Robot
2400411,Warrior Specter
2400412,Magician Specter
2400413,Mutant Hedgehog
2400414,Reaper Specter
2400415,Sanctuary Mytocrystal
2400416,Sanctuary Mytocrystal
2400417,Sanctuary Mytocrystal
2400418,Mutant Hedgehog
2400419,Hoodlum
2400420,Tainted Practice Robot
2400421,Enhanced Tainted Practice Robot
2500000,Skeletrooper
2500001,Skeletrooper
2500002,Skeletrooper
2500003,Skeletrooper
2500010,Elite Skeletrooper
2500011,Elite Skeletrooper
2500012,Elite Skeletrooper
2500013,Elite Skeletrooper
2500020,Infernal Skeletrooper
2500021,Infernal Skeletrooper
2500022,Infernal Skeletrooper
2500023,Infernal Skeletrooper
2500030,Skeletrooper
2500031,Skeletrooper
2500032,Skeletrooper
2500033,Skeletrooper
2500040,Elite Skeletrooper
2500041,Elite Skeletrooper
2500042,Elite Skeletrooper
2500043,Elite Skeletrooper
2500050,Infernal Skeletrooper
2500051,Infernal Skeletrooper
2500052,Infernal Skeletrooper
2500053,Infernal Skeletrooper
2500100,Spearman Skeleknight
2500101,Spearman Skeleknight
2500102,Spearman Skeleknight
2500103,Spearman Skeleknight
2500110,Elite Spearman Skeleknight
2500111,Elite Spearman Skeleknight
2500112,Elite Spearman Skeleknight
2500113,Elite Spearman Skeleknight
2500120,Infernal Skeleton Spear Knight
2500121,Infernal Skeleton Spear Knight
2500122,Infernal Skeleton Spear Knight
2500123,Infernal Skeleton Spear Knight
2500130,Spearman Skeleknight
2500131,Spearman Skeleknight
2500132,Spearman Skeleknight
2500133,Spearman Skeleknight
2500140,Elite Spearman Skeleknight
2500141,Elite Spearman Skeleknight
2500142,Elite Spearman Skeleknight
2500143,Elite Spearman Skeleknight
2500150,Infernal Skeleton Spear Knight
2500151,Infernal Skeleton Spear Knight
2500152,Infernal Skeleton Spear Knight
2500153,Infernal Skeleton Spear Knight
2500200,Bloodfang
2500201,Bloodfang
2500202,Bloodfang
2500203,Bloodfang
2500210,Bloodfang
2500211,Bloodfang
2500212,Bloodfang
2500213,Bloodfang
2500220,Elite Bloodfang
2500221,Elite Bloodfang
2500222,Elite Bloodfang
2500223,Elite Bloodfang
2500230,Elite Bloodfang
2500231,Elite Bloodfang
2500232,Elite Bloodfang
2500233,Elite Bloodfang
2500240,Infernal Bloodfang
2500241,Infernal Bloodfang
2500242,Infernal Bloodfang
2500243,Infernal Bloodfang
2500250,Infernal Bloodfang
2500251,Infernal Bloodfang
2500252,Infernal Bloodfang
2500253,Infernal Bloodfang
2500300,Owl Tower
2500301,Owl Tower
2500302,Owl Tower
2500303,Owl Tower
2500310,Deadly Owl Tower
2500311,Deadly Owl Tower
2500312,Deadly Owl Tower
2500313,Deadly Owl Tower
2500320,Cruel Owl Tower
2500321,Cruel Owl Tower
2500322,Cruel Owl Tower
2500323,Cruel Owl Tower
2500330,Owl Tower
2500331,Owl Tower
2500332,Owl Tower
2500333,Owl Tower
2500340,Owl Tower
2500341,Owl Tower
2500342,Owl Tower
2500343,Owl Tower
2500350,Deadly Owl Tower
2500351,Deadly Owl Tower
2500352,Deadly Owl Tower
2500353,Deadly Owl Tower
2500360,Cruel Owl Tower
2500361,Cruel Owl Tower
2500362,Cruel Owl Tower
2500363,Cruel Owl Tower
2500370,Owl Tower
2500371,Owl Tower
2500372,Owl Tower
2500373,Owl Tower
2500400,Guardian Tower
2500401,Guardian Tower
2500402,Guardian Tower
2500403,Guardian Tower
2500410,Guardian Tower
2500411,Guardian Tower
2500412,Guardian Tower
2500413,Guardian Tower
2500420,Deadly Guardian Tower
2500421,Deadly Guardian Tower
2500422,Deadly Guardian Tower
2500423,Deadly Guardian Tower
2500430,Cruel Guardian Tower
2500431,Cruel Guardian Tower
2500432,Cruel Guardian Tower
2500433,Cruel Guardian Tower
2500440,Guardian Tower
2500441,Guardian Tower
2500442,Guardian Tower
2500443,Guardian Tower
2500450,Guardian Tower
2500451,Guardian Tower
2500452,Guardian Tower
2500453,Guardian Tower
2500460,Deadly Guardian Tower
2500461,Deadly Guardian Tower
2500462,Deadly Guardian Tower
2500463,Deadly Guardian Tower
2500470,Cruel Guardian Tower
2500471,Cruel Guardian Tower
2500472,Cruel Guardian Tower
2500473,Cruel Guardian Tower
2500500,Deadly Altar
2500501,Deadly Altar
2500502,Deadly Altar
2500503,Deadly Altar
2500510,Infernal Altar
2500511,Infernal Altar
2500512,Infernal Altar
2500513,Infernal Altar
2500520,Deadly Altar
2500521,Deadly Altar
2500522,Deadly Altar
2500523,Deadly Altar
2500530,Infernal Altar
2500531,Infernal Altar
2500532,Infernal Altar
2500533,Infernal Altar
2500600,Mega Ballista
2500601,Mega Ballista
2500602,Mega Ballista
2500603,Mega Ballista
2500610,Ominous Mega Ballista
2500611,Ominous Mega Ballista
2500612,Ominous Mega Ballista
2500613,Ominous Mega Ballista
2500620,Possessed Mega Ballista
2500621,Possessed Mega Ballista
2500622,Possessed Mega Ballista
2500623,Possessed Mega Ballista
2500630,Possessed Mega Ballista
2500631,Possessed Mega Ballista
2500632,Possessed Mega Ballista
2500633,Possessed Mega Ballista
2500640,Ominous Mega Ballista
2500641,Ominous Mega Ballista
2500642,Ominous Mega Ballista
2500643,Ominous Mega Ballista
2500650,Mega Ballista
2500651,Mega Ballista
2500652,Mega Ballista
2500653,Mega Ballista
2500700,Iron-Heart Bloodfang
2500701,Iron-Heart Bloodfang
2500702,Iron-Heart Bloodfang
2500703,Iron-Heart Bloodfang
2500710,Iron-Heart Bloodfang
2500711,Iron-Heart Bloodfang
2500712,Iron-Heart Bloodfang
2500713,Iron-Heart Bloodfang
2500800,Bloodfang
2500801,Bloodfang
2500802,Bloodfang
2500803,Bloodfang
2500810,Elite Bloodfang
2500811,Elite Bloodfang
2500812,Elite Bloodfang
2500813,Elite Bloodfang
2500820,Infernal Bloodfang
2500821,Infernal Bloodfang
2500822,Infernal Bloodfang
2500823,Infernal Bloodfang
2500830,Bloodfang
2500831,Bloodfang
2500832,Bloodfang
2500833,Bloodfang
2500840,Elite Bloodfang
2500841,Elite Bloodfang
2500842,Elite Bloodfang
2500843,Elite Bloodfang
2500850,Infernal Bloodfang
2500851,Infernal Bloodfang
2500852,Infernal Bloodfang
2500853,Infernal Bloodfang
2500900,Altar of Genesis
2500901,Altar of Genesis
2500902,Altar of Genesis
2500903,Altar of Genesis
2500904,Altar of Genesis
2500905,Altar of Genesis
2500906,Altar of Genesis
2501000,Altar of Healing
2501001,Altar of Healing
2501002,Altar of Healing
2501003,Altar of Healing
2501010,Altar of Healing
2501011,Altar of Healing
2501012,Altar of Healing
2501013,Altar of Healing
2510000,Cygnus Hastati
2510001,Cygnus Hastati
2510002,Cygnus Hastati
2510003,Cygnus Hastati
2510010,Elite Cygnus Hastati
2510011,Elite Cygnus Hastati
2510012,Elite Cygnus Hastati
2510013,Elite Cygnus Hastati
2510020,Cygnus Hastati
2510021,Cygnus Hastati
2510022,Cygnus Hastati
2510023,Cygnus Hastati
2510030,Elite Cygnus Hastati
2510031,Elite Cygnus Hastati
2510032,Elite Cygnus Hastati
2510033,Elite Cygnus Hastati
2510100,Cygnus Centurion
2510101,Cygnus Centurion
2510102,Cygnus Centurion
2510103,Cygnus Centurion
2510110,Elite Cygnus Centurion
2510111,Elite Cygnus Centurion
2510112,Elite Cygnus Centurion
2510113,Elite Cygnus Centurion
2510120,Cygnus Centurion
2510121,Cygnus Centurion
2510122,Cygnus Centurion
2510123,Cygnus Centurion
2510130,Elite Cygnus Centurion
2510131,Elite Cygnus Centurion
2510132,Elite Cygnus Centurion
2510133,Elite Cygnus Centurion
2510200,Cygnus Faith Stone
2510201,Cygnus Faith Stone
2510202,Cygnus Faith Stone
2510203,Cygnus Faith Stone
2510210,Cygnus Faith Stone
2510211,Cygnus Faith Stone
2510212,Cygnus Faith Stone
2510213,Cygnus Faith Stone
2700000,Bandage Mon
2700001,Thermo Mon
2700002,Squeeze Mon
2700003,Agrippa Mon
2700004,Farsighted Mon
2700005,Ember Mon
2700006,Harp Mon
2700007,Drum Mon
2700008,Shy Mon
2700009,Bashful Mon
2700010,Science!
2700011,Hard Rocker
2700012,True Rocker
2700020,Mote
2700021,Shooting Mote
2700022,Flying Mote
2700023,Rolling Mote
2700024,Poison Mote
2700025,Hallow Mote
2700026,Hallow Mote
2700027,Empty Bottle
2700028,Empty Can
2700029,Magnus
2700030,Empty Bottle
2700031,Empty Can
2700100,Otherworldly Lady
2700101,Otherworldly Artist
2700102,Otherworldly Doctor
2700103,Otherworldly Star
2700104,Otherworldly Kid
2700110,Fistfight Troublemaker
2700111,Greedy Troublemaker
2700112,Forever Alone Troublemaker
2700113,Born Single Troublemaker
2700114,Two-faced Troublemaker
2700115,Squid Troublemaker
2700116,Proud Troublemaker
2700200,Otherworldly Beast
2700201,Otherworldly Beast
2700202,Otherworldly Beast
2700203,Otherworldly Beast
2700300,Trainingbot B
2700301,King Omen
2700302,Trainingbot A
2700303,Shooter Mote
2700304,Flyer Mote
2700305,Roller Mote
2700306,Fistfight Troublemaker
2700307,Forever Alone Troublemaker
2700308,Two-faced Troublemaker
2700309,Trainingbot C
2700310,Sparrow
2700311,Lupin
2700312,Malady
2700313,Omen
2700314,Master Omen
2700315,New Omen
2700316,New Master Omen
2700204,Otherworldly Beast
3000000,Sentinel
3000001,Fairy
3000002,Fairy
3000003,Fairy
3000004,Fairy
3000005,Brown Teddy
3000006,Krip
3000007,Royal Fairy
3100101,Sand Dwarf 
3100102,Kiyo
3110100,Ligator
3110101,Pink Teddy
3110102,Ratz
3110300,Cube Slime
3110301,Dark Sand Dwarf
3110302,Rumo
3110303,Triple Rumo
3150000,Safety First
3150001,Baby Boulder Muncher
3150002,Big Boulder Muncher
3210100,Fire Boar
3210200,Jr. Cellion
3210201,Jr. Lioner
3210202,Jr. Grupin
3210203,Panda Teddy
3210206,Helly
3210204,Roloduck
3210205,Black Ratz
3210207,Tick
3210208,Retz
3210450,Scuba Pepe
3210800,Lupin
3220000,Stumpy
3220001,Deo
3230100,Curse Eye
3230101,Jr. Wraith
3230102,Lorang
3230303,Propelly
3230306,Chronos
3230307,Chirppy
3230400,Drumming Bunny
3230103,King Bloctopus
3230104,Mask Fish
3230304,Planey
3230308,Tweeter
3230305,Toy Trojan
3230200,Star Pixie
3230300,Jr. Boogie
3230301,Jr. Boogie
3230302,Bloctopus
3230405,Jr. Seal
3300000,Renegade Spores
3300001,Poison Mushroom
3300002,Intoxicated Pig
3300003,Helmet Pepe
3300004,Royal Guard Pepe
3300005,Grey Yeti and King Pepe
3300006,Gold Yeti and King Pepe
3300007,White Yeti and King Pepe
3300008,Prime Minister
3300100,Mushroom Chandelier
3300101,Mushroom Knight Armor
3300102,Exhausted Viking
3300103,Tired Viking
3300104,Warm Viking
3300105,Generous Viking
3300106,Solemn Viking
3300107,Serious Viking
3300108,Master Squid
3300109,Viking Squad
3300110,Black Viking
3300111,Viking Squad
3300112,Castle Gate
3400000,Cherry Bubble Tea
3400001,Mango Bubble Tea
3400002,Melon Bubble Tea
3400003,Yeti Doll Claw Game
3400004,Yeti Doll  
3400005,Jr. Pepe Doll Claw Game
3400006,Jr. Pepe Doll  
3400007,Transformed Doll Claw Game
3400008,Transformed Doll Claw Game
3401000,Palm Tree Slime
3401001,Coconut Slime
3401002,Emerald Clam Slime
3401003,Violet Clam Slime
3401004,Seagull Slime
3401005,Red Tube Slime
3401006,Blue Tube Slime
3401007,Shrimp Slime
3401008,Flying Fish Slime
3401009,Starfish Octopus Slime
3401010,Seashell Octopus Slime
3401011,Captain Darkgoo
3501000,Firefly Slime
3501001,Fairy Slime
3501002,Water Sprite
3501003,Forest Sprite
3501004,Grumpy Tome
3501005,Raging Tome
3501006,Oniony
3501007,Turnipy
3501008,Mole King
3501009,Mystic Wisp
3502000,Ammonite Grumpil
3502001,Fish Grumpil
3502002,Corrupter Barrels
3502003,Polluter Barrel
3502004,Possibly-Evil Seal
3502005,Possibly-Evil Walrus
3502006,Warmer Bot
3502007,Shaver Bot
3502008,Demolishizer
3503000,Polluted Tree Sap
3503001,Defiled Tree Sap
3503002,Dark Demon Swordsman
3503003,Dark Demon Swordmaster
3503004,Dark Demon Axeman
3503005,Dark Demon Axemaster
3503006,Dark Demon Shieldbearer
3503007,Dark Demon Shieldmaster
3503008,Dark Demon Wolfrider
3503009,Dark Demon Wolfmaster
3503010,Dark Demon Eagle Rider
3503011,Dark Demon Eagle Rider
3503012,Corrupted Imp
3503013,Corrupted Imp
4090000,Iron Hog
4110300,Iron Mutae
4110301,Reinforced Iron Mutae
4110302,Mithril  mutae
4130100,Copper Drake
4130101,Tortie
4130102,Dark Nependeath
4130103,Rombot
4130104,Dark Nependeath
4220000,Seruf
4220001,Seruf
4230100,Cold Eye
4230101,Zombie Lupin
4230102,Wraith
4230103,Iron Hog
4230104,Clang
4230105,Nependeath
4230106,Lunar Pixie
4230107,Flyeye
4230108,[*]Jr. Cerebes
4230109,Block Golem
4230110,King Block Golem
4230111,Robo
4230112,Master Robo
4230113,Tick-Tock
4230114,Platoon Chronos
4230115,Master Chronos
4250001,Tree Rod
4230116,Barnard Gray
4230117,Zeta Gray
4230118,Ultra Gray
4230119,Mateon
4230120,Plateon
4230121,Mecateon
4230122,Nependeath
4230123,Sparker
4230124,Freezer
4230125,Skeledog
4230126,Mummydog
4230200,Poopa
4230201,Poison Poopa
4230300,Moon Bunny
4230400,Iron Boar
4230500,Chipmunk
4230501,Red Porky
4230502,Black Porky
4230503,Blue Flower Serpent
4230504,Red Flower Serpent
4230505,Jar
4230506,Ginseng Jar
4230600,Desert Giant 
4240000,Chief Gray
4250000,Mossy Snail
4300000,Blue Perfume
4300001,Blue Perfume
4300002,Yellow Perfume
4300003,Yellow Perfume
4300004,Pink Perfume
4300005,Pink Perfume
4300006,Kid Mannequin
4300007,Female Mannequin
4300008,Male Mannequin
4300009,Latest Hits Compilation
4300010,Greatest Oldies
4300011,Cheap Amplifier
4300012,Fancy Amplifier
4300013,Spirit of Rock
4300014,Greatest Oldies
4300015,Cheap Amplifier
4300016,Fancy Amplifier 
4300017,Spirit of Rock's Soul
4310000,Greatest Oldies Album
4310001,Latest Hits Album
4310002,Next-gen Speaker
4310004,Blue Raspberry Jelly Juice
4310005,Grape Jelly Juice
4310006,Enraged Espresso Machine
4310007,Green Notebook
4310008,Blue Notebook
4310009,Yellow Headphones
4310010,Red Headphones
4310011,Killer Cosmetics
4310012,Deadly Dressing Table
4310013,Harried Hair Roller
4310014,Peeved Perm Machine
4310015,Spirit of Rock
4310016,Frenzied Peri Dotts
5090000,Shade
5090001,Master Dummy
5100000,Jr. Yeti
5100001,Transforming Jr. Yeti
5100002,Firebomb
5100003,Hodori
5100004,Samiho
5100005,Hogul
5100100,Moon Bunny
5100101,Dark Axe Stump
5100102,Hodori
5100103,Hogul
5100104,Three-Tailed Fox
5100105,Blin
5100106,Blue King Goblin
5100107,Green King Goblin
5100108,Yellow King Goblin
5100109,Blin
5100200,Hongbu
5100201,Mighty Jangjung
5100202,Heroic Hogul
5100203,Goblin
5110300,Reinforced Mithril Mutae
5110301,Roid 
5110302,Neo Huroid
5120000,Luster Pixie
5120001,Cellion
5120002,Lioner
5120003,Grupin
5120100,MT-09
5120500,Grizzly
5120501,Bellflower Root
5120502,Sr. Bellflower Root
5120503,Straw Target Dummy
5120504,Wooden Target Dummy
5120505,Cute Reindeer
5120506,The Book Ghost
5120507,Gigantic Bellflower Root
5130100,Drake
5130101,Stone Golem
5130102,Dark Stone Golem
5130103,Croco
5130104,Hector
5130105,Dark Jr. Yeti
5130106,Transforming Dark Jr. Yeti
5130107,Coolie Zombie
5130108,[*]Miner Zombie
5140000,White Fang
5150000,Mixed Golem
5150001,Skeleton Soldier
5150002,Icy Mixed Golem
5150003,Flaming Mixed Golem
5160000,Rabbit
5160001,Golden Rabbit
5160002,Scorpie
5160003,Golden Scorpie
5160004,Ferret
5160005,Tragos
5160006,Kephivara
5200000,Jr. Sentinel
5200001,Ice Sentinel
5200002,Fire Sentinel
5220000,King Clang
5220001,King Clang
5220002,Faust
5220003,Timer
5220004,Giant Centipede
5250000,Mossy Mushroom
5250001,Stone Bug
5250002,Primitive Boar
5250003,Violent Primitive Boar
5250004,Chao
5250005,Ancient Fairy
5250006,Shining Fairy
5250007,Ephenia
5300000,Leatty
5300001,Dark Leatty
5400000,Jr. Pepe
5300100,Malady
6090000,Riche
6090001,Snow Witch
6090002,Bamboo Warrior
6090003,Scholar Ghost
6090004,Rurumo
6110300,Homun
6110301,Saitie
6130100,Red Drake
6130101,Mushmom
6130102,Separated Pepe
6130103,Pepe
6130104,Boogie
6130200,[*]Buffy
6130201,Blin
6130202,Morphed Blin
6130203,Panda
6130204,Mr. Alli
6130207,Peach Monkey
6130208,Kru
6130209,Sage Cat
6150000,Guard Robot
6160000,Golden Ferret
6160001,Mammoth
6160002,Golden Mammoth
6160003,Xerxes
6160004,Xerxes's Ghost
6220000,Dyle
6220001,Zeno
6230100,Wild Kargo
6230101,Puco
6230400,[*]Soul Teddy
6230300,[*]Lazy Buffy
6230200,Dark Pepe
6230201,Separated Dark Pepe
6300000,Yeti
6300001,Transformed Yeti
6300002,Separated Yeti
6300003,Punco
6230500,[*]Master Soul Teddy
6230401,Jr. Lucida 
6230600,Ice Drake
6230601,Dark Drake
6230602,Officer Skeleton
6300004,Pachu
6300005,Zombie Mushmom
6300100,[*]Buffoon
6400000,Dark Yeti
6400001,Transformed Dark Yeti
6400002,Separated Dark Yeti
6400100,[*]Deep Buffoon
6400003,Cuzco
6400004,Opachu
6400005,Jr. Balrog
6400006,Crimson Balrog
6400007,Baby Balrog
6400008,Jr. Balrog
6400009,Crimson Balrog
6500000,Thief Crow
6500001,Sakura Kappa
6500002,Sakura Genin
6500003,Sakura Chunin
6500004,Sakura Jonin
6500005,Sakura Ninto
6500006,Sakura Samurai
6500010,Sakura Toad
6500011,Daimyo Toad
6500012,Gigatoad
6500013,Sakura Genin
6500014,Sakura Chunin
6500015,Sakura Jonin
7090000,Security Camera
7110300,D. Roy
7110301,Homunculus
7120100,Apsu
7120101,Apsu
7120102,Apsu
7120103,Red Slime
7120104,Silver Slime
7120105,Gold Slime
7120106,Overlord A
7120107,Overlord B
7120108,Robby
7120109,Iruvata
7120110,Blazing Imp
7120111,Pointy Imp
7120112,Elite Blazing Imp
7120113,Elite Pointy Imp
7120114,Elite Blazing Imp
7120115,Elite Pointy Imp
7220003,Bergamot
7220004,Bergamot
7220005,Bergamot
7130000,Lucida
7130001,[*]Cerebes
7130002,Beetle
7130003,Dual Beetle
7130004,Hankie
7130010,[*]Death Teddy
7130020,Goby
7130100,Tauromacis
7130101,Taurospear
7130102,Yeti and Pepe
7130103,Commander Skeleton
7130104,Captain
7130200,Werewolf
7130300,[*]Master Death Teddy
7130400,Yellow King Goblin
7130401,Blue King Goblin
7130402,Green King Goblin
7130500,Rash
7130501,Dark Rash
7130600,Hobi
7130601,Green Hobi
7130602,Thorny Vine
7140000,[*]Ghost Pirate
7150000,Racoco
7150001,Big Spider
7150002,Cart Bear
7150003,Racaroni
7150004,Guard Robot L
7160000,[*]Dual Ghost Pirate
7220000,Tae Roon
7220001,Nine-Tailed Fox
7220002,King Sage Cat
8090000,Deet and Roi
8105000,Raco
8105001,Security System
8105002,Enhanced Security System
8105003,AF Android
8105004,Broken DF Android
8105005,Ore Muncher
8110300,Homunscullo
8120100,Apsu
8120101,Apsu
8120102,Afterlord
8120103,Prototype Lord
8120104,Maverick Type A
8120105,Maverick Type S
8120106,Maverick Type D
8120107,Maverick Type D
8140510,Apsu
8130100,Jr. Balrog
8140000,Lycanthrope
8140001,Harp
8140002,Blood Harp
8140003,[*]Blood Harp
8140100,Dark Yeti and Pepe
8140101,Black Kentaurus
8140102,Red Kentaurus
8140103,Blue Kentaurus
8140104,[*]Black Kentaurus
8140105,[*]Red Kentaurus
8140106,[*]Blue Kentaurus
8140110,Birk
8140111,Dual Birk
8140112,[*]Dual Birk
8140200,[*]Klock
8140300,[*]Dark Klock
8140500,[*]Bain
8140511,Imperial Guard
8140512,Royal Guard
8140555,Bombing Fish House
8140600,Bone Fish
8140700,Blue Dragon Turtle
8140701,Red Dragon Turtle
8140702,Rexton
8140703,Brexton
8141000,[*]Spirit Viking
8141100,[*]Gigantic Spirit Viking
8141300,Squid
8142000,[*]Phantom Watch
8142100,Risell Squid
8143000,[*]Grim Phantom Watch
8144000,Wild Monkey
8144001,Mama Monkey
8144002,Teeny White Monkey
8144003,Mean Mama Monkey
8144004,Blue Goblin
8144005,Red Goblin
8144006,Stone Goblin
8144007,Strong Stone Goblin
8144008,Ganapati
8145000,Creeper Scarlion
8145001,Ratacula
8145002,Ghost
8145003,Canterbear
8145004,Clowning Scarlion
8145005,Colabear
8145006,Soaring Scarlion
8145007,Jellybus
8145008,Bearic the White
8145100,Targa
8145101,Angry Targa
8145102,Angry Targa
8145200,Scarboss
8145201,Furious Scarboss
8145202,Furious Scarboss
8147000,Mantis
8147001,Blood Mantis
8147002,Poison Mantis
8147003,Flora
8147004,Dark Flora
8147005,Hornet
8147006,Poison Hornet
8147007,General Hornet
8147008,Polluted Tree Spirit
8147009,Corrupted Tree Spirit
8147010,Polluted Rock Spirit
8147011,Corrupted Rock Spirit
8147012,Hornet
8147013,Poison Hornet
8147014,General Hornet
8148000,Typhon
8148001,Elite Stormbreaker
8148002,Leprechaun
8148003,Leprechaun
8148004,Elite Firebrand
8148005,Elite Firebrand
8148006,Elderwraith
8148007,Elite Windraider
8148008,Crimson Stirge
8148009,Elite Nightshadow
8148010,Elite Scarlet Phoenix
8148011,Elite Azure Ocelot
8148012,Master Red Nirg
8150000,Crimson Balrog
8150100,Shark
8150101,Cold Shark
8150200,Green Cornian
8150201,Dark Cornian
8150300,Red Wyvern
8150301,Blue Wyvern
8150302,Dark Wyvern
8150303,[*]Dark Wyvern
8160000,[*]Gatekeeper
8170000,[*]Thanatos
8180000,Manon
8180001,Griffey
8190000,Jr. Newtie
8190001,Jr. Newtie
8190002,Nest Golem
8190003,Skelegon
8190004,Skelosaurus
8190005,Nest Golem
8190006,[*]Skelegon
8190007,[*]Skelosaurus
8200000,Eye of Time
8200001,Memory Monk
8200002,Memory Monk Trainee
8200003,Memory Guardian
8200004,Chief Memory Guardian
8200005,Qualm Monk
8200006,Qualm Monk Trainee
8200007,Qualm Guardian
8200008,Chief Qualm Guardian
8200009,Oblivion Monk
8200010,Oblivion Monk Trainee
8200011,Oblivion Guardian
8200012,Chief Oblivion Guardian
8210000,Crocky the Gatekeeper
8210001,Reindeer
8210002,Blood Reindeer
8210003,Bearwolf
8210004,Grey Vulture
8210005,Castle Golem
8210006,Prison Guard Boar
8210007,Prison Guard Rhino
8210010,First Tower Ani
8210011,Second Tower Ani
